id,mid,name,sub_name,category,type,type_label,x,y,z,floor,grade,tips,diy,run,show,collect,random,point1,point2,image_url,local_image_path
329,1,赛伊德,[卫队长官]赛伊德,boss,Boss,Boss,335514,-753372,,0,6,,行政楼-随机刷新,,,,,,,https://oss.orzice.com/sjz/img/syd.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/329_赛伊德_Boss.png
362,1,赛伊德,[卫队长官]赛伊德,boss,Boss,Boss,338686,-729137,,0,6,,夜晚地图出现，大变电站-随机刷新,,,前夜/长夜/终夜,,,,https://oss.orzice.com/sjz/img/syd.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/362_赛伊德_Boss.png
2168,1,变电站技术室,,key_room,key,钥匙房,336868,-729178,,0,6,,,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%9B%B6%E5%8F%B7%E5%A4%A7%E5%9D%9D%E7%99%BD%E5%8D%A1.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2168_变电站技术室_key.png
2169,1,东楼经理室,,key_room,key,钥匙房,333891,-753437,,0,6,,,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%9B%B6%E5%8F%B7%E5%A4%A7%E5%9D%9D%E7%99%BD%E5%8D%A1.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2169_东楼经理室_key.png
2170,1,刷卡点,,rare_card_spawn,hong,刷红点,359205,-780349,,0,6,,二楼右手边小房间桌子：可能会刷新百万房卡,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2170_刷卡点_hong.png
2171,1,刷卡点,,rare_card_spawn,hong,刷红点,369803,-829195,,0,6,,桌子有概率刷卡,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2171_刷卡点_hong.png
2174,1,刷卡点,,rare_card_spawn,hong,刷红点,336700,-822639,,0,6,,东楼暗室的桌子上：有概率刷新各类钥匙卡‌,,,打开暗门,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2174_刷卡点_hong.png
2181,1,刷大红点,,rare_card_spawn,hong,刷红点,427939,-780467,,0,6,,一楼吧台可能会刷卡和大红,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15200000034.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2181_刷大红点_hong.png
2182,1,刷大红点,,rare_card_spawn,hong,刷红点,360171,-777090,,0,6,,一楼桌子上可能会刷大红,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15200000034.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2182_刷大红点_hong.png
2183,1,刀片服务器,,rare_card_spawn,hong,刷红点,337507,-729755,,0,6,,一楼二楼都有机会刷，模型很小 注意！,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050008.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2183_刀片服务器_hong.png
2184,1,名贵机械表,,rare_card_spawn,hong,刷红点,392788,-823111,,0,6,,西楼右手边2楼的厕所：可能会刷新手表,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/1_零号大坝/2_机密_长夜/images/2184_名贵机械表_hong.png
