id,mid,name,sub_name,category,type,type_label,x,y,z,floor,grade,tips,diy,run,show,collect,random,point1,point2,image_url,local_image_path
1656,4,蓝鹰直升机,,boss,Boss,Boss,339138,-509162,,0,6,,全地图巡航,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/boss.png,data/maps/modes/4_巴克什/2_机密/images/1656_蓝鹰直升机_Boss.png
2311,4,刷卡点,,rare_card_spawn,hong,刷红点,342964,-508140,,0,6,,一楼桌子刷卡,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/4_巴克什/2_机密/images/2311_刷卡点_hong.png
2313,4,非洲之心,,rare_card_spawn,hong,刷红点,348034,-513004,,0,6,,一楼的花坛上刷心,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2313_非洲之心_hong.png
2314,4,刷卡点,,rare_card_spawn,hong,刷红点,332650,-503217,,0,6,,一楼桌子刷卡,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/4_巴克什/2_机密/images/2314_刷卡点_hong.png
2315,4,非洲之心,,rare_card_spawn,hong,刷红点,331835,-504924,,0,6,,二楼最里面的玻璃展柜里刷心,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2315_非洲之心_hong.png
2316,4,刷卡点,,rare_card_spawn,hong,刷红点,335044,-505162,,0,6,,二楼桌子刷卡,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/4_巴克什/2_机密/images/2316_刷卡点_hong.png
2317,4,非洲之心,,rare_card_spawn,hong,刷红点,344775,-425101,,0,6,,中间玻璃展柜刷新 ,,,地下金库储藏间,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2317_非洲之心_hong.png
2318,4,非洲之心,,rare_card_spawn,hong,刷红点,346462,-425025,,0,6,,中间玻璃展柜刷新 ,,,地下金库储藏间,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2318_非洲之心_hong.png
2319,4,非洲之心,,rare_card_spawn,hong,刷红点,346532,-424289,,0,6,,中间玻璃展柜刷新 ,,,地下金库储藏间,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2319_非洲之心_hong.png
2320,4,地下金库,地下金库储藏间,key_room,key,钥匙房,348032,-425927,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E9%87%91%E5%8D%A1.png,data/maps/modes/4_巴克什/2_机密/images/2320_地下金库_key.png
2321,4,总裁会议室,,key_room,key,钥匙房,348787,-402410,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E9%87%91%E5%8D%A1.png,data/maps/modes/4_巴克什/2_机密/images/2321_总裁会议室_key.png
2322,4,旅店用餐间,,key_room,key,钥匙房,335166,-502472,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/modes/4_巴克什/2_机密/images/2322_旅店用餐间_key.png
2323,4,老浴场贵宾,老浴场贵宾室,key_room,key,钥匙房,346260,-515747,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E9%87%91%E5%8D%A1.png,data/maps/modes/4_巴克什/2_机密/images/2323_老浴场贵宾_key.png
2324,4,博物馆展厅,博物馆展厅套间,key_room,key,钥匙房,341693,-494982,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/modes/4_巴克什/2_机密/images/2324_博物馆展厅_key.png
2340,4,非洲之心,,rare_card_spawn,hong,刷红点,344773,-495423,,0,6,,二楼大保险旁边玻璃展柜刷心,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2340_非洲之心_hong.png
2341,4,非洲之心,,rare_card_spawn,hong,刷红点,340145,-494739,,0,6,,二楼小保险旁边房展柜刷心,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2341_非洲之心_hong.png
2342,4,非洲之心,,rare_card_spawn,hong,刷红点,347251,-425223,,0,6,,最里面展柜台子正中心，可能刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/modes/4_巴克什/2_机密/images/2342_非洲之心_hong.png
