id,mid,name,sub_name,category,type,type_label,x,y,z,floor,grade,tips,diy,run,show,collect,random,point1,point2,image_url,local_image_path
676,2,德穆兰,[安全总监]德穆兰,boss,Boss,Boss,700917,-421030,,0,6,,随机刷新,,,,,,,https://oss.orzice.com/sjz/img/laotai.png,data/maps/images/icons/laotai_e9e8dc882e.png
677,2,德穆兰,[安全总监]德穆兰,boss,Boss,Boss,688145,-449440,,0,6,,随机刷新,,,,,,,https://oss.orzice.com/sjz/img/laotai.png,data/maps/images/icons/laotai_e9e8dc882e.png
2219,2,总裁会客厅,总裁室会客厅,key_room,key,钥匙房,703802,-421635,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E8%88%AA%E5%A4%A9%E5%9F%BA%E5%9C%B0%E9%87%91%E5%8D%A1.png,data/maps/images/icons/p_%E8%88%AA%E5%A4%A9%E5%9F%BA%E5%9C%B0%E9%87%91%E5%8D%A1_e4f4e2dd79.png
2220,2,黑室服务器,黑室服务器室,key_room,key,钥匙房,707086,-418860,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E8%88%AA%E5%A4%A9%E5%9F%BA%E5%9C%B0%E9%87%91%E5%8D%A1.png,data/maps/images/icons/p_%E8%88%AA%E5%A4%A9%E5%9F%BA%E5%9C%B0%E9%87%91%E5%8D%A1_e4f4e2dd79.png
2221,2,蓝室核心,,key_room,key,钥匙房,707644,-425872,,0,6,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E8%88%AA%E5%A4%A9%E5%9F%BA%E5%9C%B0%E9%87%91%E5%8D%A1.png,data/maps/images/icons/p_%E8%88%AA%E5%A4%A9%E5%9F%BA%E5%9C%B0%E9%87%91%E5%8D%A1_e4f4e2dd79.png
2373,2,刷卡点,,rare_card_spawn,hong,刷红点,611467,-501505,,0,6,,电脑旁会刷新钥匙卡,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/images/icons/db_2_dcdc53346b.png
2374,2,非洲之心,,rare_card_spawn,hong,刷红点,612088,-498410,,0,6,,桌子上会刷新非洲之心,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/images/icons/p_15080050006_cef557bd96.png
2375,2,火箭燃料,,rare_card_spawn,hong,刷红点,696892,-511171,,0,6,,后门进门后的空地上会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15020010033.png,data/maps/images/icons/p_15020010033_8e6d391fc8.png
2376,2,卫星锅,G.T.I卫星通信天线,rare_card_spawn,hong,刷红点,612270,-503302,,0,6,,一楼桌子上刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050013.png,data/maps/images/icons/p_15030050013_0ac5ce68cc.png
2377,2,卫星锅,G.T.I卫星通信天线,rare_card_spawn,hong,刷红点,612234,-501734,,0,6,,一楼桌子上刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050013.png,data/maps/images/icons/p_15030050013_0ac5ce68cc.png
